id,category,subcategory,clean_text,corrupt_text,clean_label,corrupt_label,target_tokens,target_positions,difficulty,expected_layer_sensitivity,notes,Context
685,negation,simple_negation,The restaurant  good,The restaurant never  good,positive,negative,"['', 'never ', 'good']",3,medium,"[4, 5, 6]",Simple negation:  vs never  with good,Simple negation
686,negation,simple_negation,The restaurant like decent,The restaurant don't like decent,positive,negative,"['like', ""don't like"", 'decent']",4,medium,"[4, 5, 6]",Simple negation: like vs don't like with decent,Simple negation
687,negation,simple_negation,The movie were pleasant,The movie weren't pleasant,positive,negative,"['were', ""weren't"", 'pleasant']",4,medium,"[4, 5, 6]",Simple negation: were vs weren't with pleasant,Simple negation
688,negation,simple_negation,The book were enjoyable,The book weren't enjoyable,positive,negative,"['were', ""weren't"", 'enjoyable']",4,medium,"[4, 5, 6]",Simple negation: were vs weren't with enjoyable,Simple negation
689,negation,simple_negation,The book is good,The book isn't good,positive,negative,"['is', ""isn't"", 'good']",4,medium,"[4, 5, 6]",Simple negation: is vs isn't with good,Simple negation
690,negation,simple_negation,The movie  good,The movie not  good,positive,negative,"['', 'not ', 'good']",3,medium,"[4, 5, 6]",Simple negation:  vs not  with good,Simple negation
691,negation,simple_negation,The movie are okay,The movie aren't okay,positive,negative,"['are', ""aren't"", 'okay']",4,medium,"[4, 5, 6]",Simple negation: are vs aren't with okay,Simple negation
692,negation,simple_negation,The movie was nice,The movie wasn't nice,positive,negative,"['was', ""wasn't"", 'nice']",4,medium,"[4, 5, 6]",Simple negation: was vs wasn't with nice,Simple negation
693,negation,simple_negation,The restaurant always okay,The restaurant never okay,positive,negative,"['always', 'never', 'okay']",4,medium,"[4, 5, 6]",Simple negation: always vs never with okay,Simple negation
694,negation,simple_negation,The restaurant were enjoyable,The restaurant weren't enjoyable,positive,negative,"['were', ""weren't"", 'enjoyable']",4,medium,"[4, 5, 6]",Simple negation: were vs weren't with enjoyable,Simple negation
695,negation,simple_negation,The restaurant love fine,The restaurant don't love fine,positive,negative,"['love', ""don't love"", 'fine']",4,medium,"[4, 5, 6]",Simple negation: love vs don't love with fine,Simple negation
696,negation,simple_negation,The product was fine,The product wasn't fine,positive,negative,"['was', ""wasn't"", 'fine']",4,medium,"[4, 5, 6]",Simple negation: was vs wasn't with fine,Simple negation
697,negation,simple_negation,The product always pleasant,The product never pleasant,positive,negative,"['always', 'never', 'pleasant']",4,medium,"[4, 5, 6]",Simple negation: always vs never with pleasant,Simple negation
698,negation,simple_negation,The product enjoy fine,The product don't enjoy fine,positive,negative,"['enjoy', ""don't enjoy"", 'fine']",4,medium,"[4, 5, 6]",Simple negation: enjoy vs don't enjoy with fine,Simple negation
699,negation,simple_negation,The product  decent,The product never  decent,positive,negative,"['', 'never ', 'decent']",3,medium,"[4, 5, 6]",Simple negation:  vs never  with decent,Simple negation
700,negation,simple_negation,The movie  good,The movie never  good,positive,negative,"['', 'never ', 'good']",3,medium,"[4, 5, 6]",Simple negation:  vs never  with good,Simple negation
701,negation,simple_negation,The book  pleasant,The book not  pleasant,positive,negative,"['', 'not ', 'pleasant']",3,medium,"[4, 5, 6]",Simple negation:  vs not  with pleasant,Simple negation
702,negation,simple_negation,The product  pleasant,The product not  pleasant,positive,negative,"['', 'not ', 'pleasant']",3,medium,"[4, 5, 6]",Simple negation:  vs not  with pleasant,Simple negation
703,negation,simple_negation,The movie always fine,The movie never fine,positive,negative,"['always', 'never', 'fine']",4,medium,"[4, 5, 6]",Simple negation: always vs never with fine,Simple negation
704,negation,simple_negation,The product is decent,The product isn't decent,positive,negative,"['is', ""isn't"", 'decent']",4,medium,"[4, 5, 6]",Simple negation: is vs isn't with decent,Simple negation
705,negation,simple_negation,The movie were okay,The movie weren't okay,positive,negative,"['were', ""weren't"", 'okay']",4,medium,"[4, 5, 6]",Simple negation: were vs weren't with okay,Simple negation
706,negation,simple_negation,The product enjoy enjoyable,The product don't enjoy enjoyable,positive,negative,"['enjoy', ""don't enjoy"", 'enjoyable']",4,medium,"[4, 5, 6]",Simple negation: enjoy vs don't enjoy with enjoyable,Simple negation
707,negation,simple_negation,The restaurant  enjoyable,The restaurant not  enjoyable,positive,negative,"['', 'not ', 'enjoyable']",3,medium,"[4, 5, 6]",Simple negation:  vs not  with enjoyable,Simple negation
708,negation,simple_negation,The book  good,The book never  good,positive,negative,"['', 'never ', 'good']",3,medium,"[4, 5, 6]",Simple negation:  vs never  with good,Simple negation
709,negation,simple_negation,The restaurant love okay,The restaurant don't love okay,positive,negative,"['love', ""don't love"", 'okay']",4,medium,"[4, 5, 6]",Simple negation: love vs don't love with okay,Simple negation
710,negation,simple_negation,The product  satisfying,The product never  satisfying,positive,negative,"['', 'never ', 'satisfying']",3,medium,"[4, 5, 6]",Simple negation:  vs never  with satisfying,Simple negation
711,negation,simple_negation,The restaurant  acceptable,The restaurant not  acceptable,positive,negative,"['', 'not ', 'acceptable']",3,medium,"[4, 5, 6]",Simple negation:  vs not  with acceptable,Simple negation
712,negation,simple_negation,The movie  good,The movie not  good,positive,negative,"['', 'not ', 'good']",3,medium,"[4, 5, 6]",Simple negation:  vs not  with good,Simple negation
713,negation,simple_negation,The movie  pleasant,The movie not  pleasant,positive,negative,"['', 'not ', 'pleasant']",3,medium,"[4, 5, 6]",Simple negation:  vs not  with pleasant,Simple negation
714,negation,simple_negation,The product enjoy satisfying,The product don't enjoy satisfying,positive,negative,"['enjoy', ""don't enjoy"", 'satisfying']",4,medium,"[4, 5, 6]",Simple negation: enjoy vs don't enjoy with satisfying,Simple negation
715,negation,simple_negation,The product like solid,The product don't like solid,positive,negative,"['like', ""don't like"", 'solid']",4,medium,"[4, 5, 6]",Simple negation: like vs don't like with solid,Simple negation
716,negation,simple_negation,The movie  good,The movie not  good,positive,negative,"['', 'not ', 'good']",3,medium,"[4, 5, 6]",Simple negation:  vs not  with good,Simple negation
717,negation,simple_negation,The restaurant are fine,The restaurant aren't fine,positive,negative,"['are', ""aren't"", 'fine']",4,medium,"[4, 5, 6]",Simple negation: are vs aren't with fine,Simple negation
718,negation,simple_negation,The book were okay,The book weren't okay,positive,negative,"['were', ""weren't"", 'okay']",4,medium,"[4, 5, 6]",Simple negation: were vs weren't with okay,Simple negation
719,negation,simple_negation,The movie is acceptable,The movie isn't acceptable,positive,negative,"['is', ""isn't"", 'acceptable']",4,medium,"[4, 5, 6]",Simple negation: is vs isn't with acceptable,Simple negation
720,negation,simple_negation,The product like satisfying,The product don't like satisfying,positive,negative,"['like', ""don't like"", 'satisfying']",4,medium,"[4, 5, 6]",Simple negation: like vs don't like with satisfying,Simple negation
721,negation,simple_negation,The book is good,The book isn't good,positive,negative,"['is', ""isn't"", 'good']",4,medium,"[4, 5, 6]",Simple negation: is vs isn't with good,Simple negation
722,negation,simple_negation,The book  satisfying,The book not  satisfying,positive,negative,"['', 'not ', 'satisfying']",3,medium,"[4, 5, 6]",Simple negation:  vs not  with satisfying,Simple negation
723,negation,simple_negation,The movie  fine,The movie not  fine,positive,negative,"['', 'not ', 'fine']",3,medium,"[4, 5, 6]",Simple negation:  vs not  with fine,Simple negation
724,negation,simple_negation,The movie always fine,The movie never fine,positive,negative,"['always', 'never', 'fine']",4,medium,"[4, 5, 6]",Simple negation: always vs never with fine,Simple negation
725,negation,simple_negation,The movie love fine,The movie don't love fine,positive,negative,"['love', ""don't love"", 'fine']",4,medium,"[4, 5, 6]",Simple negation: love vs don't love with fine,Simple negation
726,negation,simple_negation,The movie like pleasant,The movie don't like pleasant,positive,negative,"['like', ""don't like"", 'pleasant']",4,medium,"[4, 5, 6]",Simple negation: like vs don't like with pleasant,Simple negation
727,negation,simple_negation,The product  fine,The product not  fine,positive,negative,"['', 'not ', 'fine']",3,medium,"[4, 5, 6]",Simple negation:  vs not  with fine,Simple negation
728,negation,simple_negation,The movie was solid,The movie wasn't solid,positive,negative,"['was', ""wasn't"", 'solid']",4,medium,"[4, 5, 6]",Simple negation: was vs wasn't with solid,Simple negation
729,negation,simple_negation,The product  enjoyable,The product never  enjoyable,positive,negative,"['', 'never ', 'enjoyable']",3,medium,"[4, 5, 6]",Simple negation:  vs never  with enjoyable,Simple negation
730,negation,simple_negation,The book is okay,The book isn't okay,positive,negative,"['is', ""isn't"", 'okay']",4,medium,"[4, 5, 6]",Simple negation: is vs isn't with okay,Simple negation
731,negation,simple_negation,The movie are acceptable,The movie aren't acceptable,positive,negative,"['are', ""aren't"", 'acceptable']",4,medium,"[4, 5, 6]",Simple negation: are vs aren't with acceptable,Simple negation
732,negation,simple_negation,The restaurant was nice,The restaurant wasn't nice,positive,negative,"['was', ""wasn't"", 'nice']",4,medium,"[4, 5, 6]",Simple negation: was vs wasn't with nice,Simple negation
733,negation,simple_negation,The product are satisfying,The product aren't satisfying,positive,negative,"['are', ""aren't"", 'satisfying']",4,medium,"[4, 5, 6]",Simple negation: are vs aren't with satisfying,Simple negation
734,negation,simple_negation,The movie always enjoyable,The movie never enjoyable,positive,negative,"['always', 'never', 'enjoyable']",4,medium,"[4, 5, 6]",Simple negation: always vs never with enjoyable,Simple negation
735,negation,simple_negation,The movie  acceptable,The movie not  acceptable,positive,negative,"['', 'not ', 'acceptable']",3,medium,"[4, 5, 6]",Simple negation:  vs not  with acceptable,Simple negation
736,negation,simple_negation,The restaurant was satisfying,The restaurant wasn't satisfying,positive,negative,"['was', ""wasn't"", 'satisfying']",4,medium,"[4, 5, 6]",Simple negation: was vs wasn't with satisfying,Simple negation
737,negation,simple_negation,The movie is enjoyable,The movie isn't enjoyable,positive,negative,"['is', ""isn't"", 'enjoyable']",4,medium,"[4, 5, 6]",Simple negation: is vs isn't with enjoyable,Simple negation
738,negation,simple_negation,The movie love pleasant,The movie don't love pleasant,positive,negative,"['love', ""don't love"", 'pleasant']",4,medium,"[4, 5, 6]",Simple negation: love vs don't love with pleasant,Simple negation
739,negation,simple_negation,The restaurant are enjoyable,The restaurant aren't enjoyable,positive,negative,"['are', ""aren't"", 'enjoyable']",4,medium,"[4, 5, 6]",Simple negation: are vs aren't with enjoyable,Simple negation
740,negation,simple_negation,The product was nice,The product wasn't nice,positive,negative,"['was', ""wasn't"", 'nice']",4,medium,"[4, 5, 6]",Simple negation: was vs wasn't with nice,Simple negation
741,negation,simple_negation,The product always nice,The product never nice,positive,negative,"['always', 'never', 'nice']",4,medium,"[4, 5, 6]",Simple negation: always vs never with nice,Simple negation
742,negation,simple_negation,The product  decent,The product not  decent,positive,negative,"['', 'not ', 'decent']",3,medium,"[4, 5, 6]",Simple negation:  vs not  with decent,Simple negation
743,negation,simple_negation,The product  decent,The product not  decent,positive,negative,"['', 'not ', 'decent']",3,medium,"[4, 5, 6]",Simple negation:  vs not  with decent,Simple negation
744,negation,simple_negation,The movie are nice,The movie aren't nice,positive,negative,"['are', ""aren't"", 'nice']",4,medium,"[4, 5, 6]",Simple negation: are vs aren't with nice,Simple negation
745,negation,simple_negation,The product  good,The product not  good,positive,negative,"['', 'not ', 'good']",3,medium,"[4, 5, 6]",Simple negation:  vs not  with good,Simple negation
746,negation,simple_negation,The book is decent,The book isn't decent,positive,negative,"['is', ""isn't"", 'decent']",4,medium,"[4, 5, 6]",Simple negation: is vs isn't with decent,Simple negation
747,negation,simple_negation,The restaurant like good,The restaurant don't like good,positive,negative,"['like', ""don't like"", 'good']",4,medium,"[4, 5, 6]",Simple negation: like vs don't like with good,Simple negation
748,negation,simple_negation,The book  pleasant,The book not  pleasant,positive,negative,"['', 'not ', 'pleasant']",3,medium,"[4, 5, 6]",Simple negation:  vs not  with pleasant,Simple negation
